judul,isi_laporan,info,link
PENGADUAN,Keluhan rawat jalan Abis dirawat suruh kontrol k Dokter Penyakit Dalam dalam keadaan hamil besar dengan resiko kontraksi prematur.. Di bagian pendaftaran tertera 3 loket dengan loket 3 khusus prioritas termasuk bumil.. eh ternyata cuma pajangan faktanya bumil sama saja antri dengan umum dan loket tersebut tidak dibuka padahal petugasnya adaaaaaa. Lanjut selesai pendaftaran tensi pun antri dengan pasien umum lainya... kirain antriii lama cuma smpe tensi.. faktanyaaa lebih woooowww lgi antri di pemeriksaan dokter dri jam 8 smpe jam 11 pemeriksaan belum mulaiiii.... harussss nunggu nyampe jamber inii??????????,,https://www.lapor.go.id/laporan/detil/pengaduan-202510290755001761699300431
Banjir Perumahan Ikopin Rt 06,"Hari jumat tgl 12 des 2025 air sudah masuk rumah pak hari ini, selasa tgl 16 des 2025 air sudah menggenang lagi pak tapi alhamdulillah sudah surut warga rt 06 sudah berupaya mengurangi banjir tpi belum ad solusi dari pemerintah desa sayang untuk mengurangi/mrngatasi banjir pak","  SELASA, 2025/12/16 |   LAINNYA TERKAIT PEKERJAAN UMUM DAN PENATAAN RUANG |   LAPORAN 5 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/banjir-perumahan-ikopin-rt-06-202512220856071766368567989
LAPORAN KEJADIAN PERGERAKAN TANAH,"AWal mula kejadian tersebut di picu oleh Gempa Bumi pada awal tahun 2024 Dibagian belakang mengalami retak - retak dan ambruk. Kemudian hari Rabu, 1 Oktober 2025 saat hujan turun dengan intensitas tinggi retakan tersebut bertambah mangakibatkan lantai mengalami anjlok kurang lebih 10 cm serta dinding rumah mengalami ratakan kurang lebih 1.5cm - 3 cm. Pemilik rumah sempat melaporkan ke aparat desa namun belum ada tindak lanjut. Rina Kurniawati 1 KK 6 Jiwa.",,https://www.lapor.go.id/laporan/detil/laporan-kejadian-pergerakan-tanah-202510081514401759911280904
Galian Kabel Telkom,"Galian kabel pihak penyedia jasa telekomunikasi tersebut yang melintasi saluran air kampung pawenang rt 003 rw 009 desa cikaramas kecamatan tanjungmedar kabupaten sumedang tidak tertanam di bawah permukaan tanah, sehingga menyebabkan aliran air sungai tersebut tersendat dan menyebabkan permukaan air meluap (banjir) ke rumah warga sekitar","  KAMIS, 2023/04/06 |   DRAINASE (GORONG-GORONG/PARIT) |   LAPORAN 3 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/galian-kabel-telkom-202304121323361681280616193
Renstra Pemerintah Kabupaten Sumedang,Untuk mengetahui rencana dan program pemerintah dalam 5 tahun kedepan,  TOPIK LAINNYA |   LAPORAN 16 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/renstra-pemerintah-kabupaten-sumedang-202406291129091719635349358
Pengamen Anak Punk Di Lampu Merah Meresahkan,"Yth. bupati sumedang
saya warga sumedang merasakan resah dengan adanya pengamen anak2 punk di lampu merah ojolali sumedang utara, di cilindri cimalaka dan masuk ke pasar cimalaka, mohon ditertibkan pak karena masyarakat sering merasakan ketidak nyamanan, takut karena penampilan anak2 punk yang kurang sopan. hatur nuhun pak bupati.
salam sehat semoga pak bupati dan jajarannya sehat.","  SELASA, 2023/01/24 |   KETERTIBAN UMUM |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pengamen-anak-punk-di-lampu-merah-meresahkan
Legalisir Ijazah Akademik,"Saya lulusan akademik bsi jakarta, apakah bisa mendapat kan legalisir ijazah di dinas pendidikan kab.sumedang?",  LAINNYA TERKAIT PENDIDIKAN DAN KEBUDAYAAN |   LAPORAN 8 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/legalisir-ijazah-akademik-202311110735221699662922491
Permohonan Tindak Lanjut.,"Sumedang, 30 oktober 2024sifat : segera perihal : permohonan tindaklanjut. Kepada yth. Disnakertrans provinsi jawa barat ditempat. Assalamualaikum wr.wb. Salam sejahtera, melalui surat ini kami ex karyawan pt. Citra karya jabar tol yang berada di kabupaten sumedang, yang di phk sepihak pada 13 september 2024 memohon bantuannya kepada disnakertrans provinsi jawa barat agar segera menindaklanjuti laporan kami terkait pesangon untuk karyawan yang belum dibayarkan oleh pihak perusahaan /pt citra karya jabar tol kepada seluruh ex karyawan yang di phk sepihak. Pada tanggal 17 september kami sudah melakukan audensi dengan disnakertrans sumedang dan dprd kabupaten sumedang, disnakertrans sumedang menyatakan bahwa pihak pt ckjt wajib ngasih pesangon tersebut kepada ex karyawan dan disnakertrans sumedang juga menyatakan bahawa kami bekerja selama 1 tahun ternyata ilegal karena tidak teregistrasi atau tidak tercatat di disnakertrans sumedang. Dan pada waktu kami masih bekerja, terjadi pemotongan gaji setengah oleh pihak perusahaan kejadian tersebut mendekati lebaran idul fitri 2023, pihak sdm menyatakan bahwa potongan gaji tersebut akan di bayar kalau karyawan keluar atau habis kontrak tetapi setelah karyawan keluar atau habis kontrak sisa gaji tersebut tidak dikasih dan masih banyak lagi kejadian yang melanggar hukum dan undang-undang ketenagakerjaan. Berikut kami lampirkan orang-orang yang di phk sepihak. Demikian surat ini kami sampaikan, besar harapan kami semoga disnakertrans segera menindaklanjuti laporan ini. Terimakasih atas perhatiannya. Wassalamu'alaikum wr. Wb.",  LAINNYA TERKAIT HAK PEKERJA |   LAPORAN 2 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/permohonan-tindak-lanjut--202501091640311736415631757
Jalan Berlubang Besar Di Belakang Apartemen Pinewood (Jatos) Jatinangor,"""Sudah cukup lama jalan di depan pintu keluar apartemen pinewood & jatos jatinangor berlubang.Saat ini area yang rusak makin luas dan dalam dan sampai laporan ini dibuat belum terlihat ada penanganan yang sifatnya sementara (jangka pendek) maupun jangka panjang dari pemerintah provinsi jawa barat, pemkab sumedang, ataupun pemerintah kecamatan setempat.Efek dari jalan rusak & berlubang tersebut :1.Menimbulkan kemacetan saat jam sibuk.2.Menimbulkan genangan air yang cukup dalam saat hujan.3.Berisiko terjadi kecelakaan, khususnya bagi pengendara sepeda motor yang blm mengenal medan.""Lokasi Kejadian KABUPATEN SUMEDANG | JATINANGOR | SAYANG| Jl.Sayang, belakang Apartemen Pinewood & Jatos (Pintu Keluar belakang)Kewenangan Pemerintah KABUPATEN SUMEDANG","  JUMAT, 2024/06/07 |   JALAN BERLUBANG |   LAPORAN 3 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-berlubang-besar-di-belakang-apartemen-pinewood-jatos-jatinangor-202406110834241718069664557
Penghilangan Trotoar Jalan,"Assalamu'alaikum wr.wb.
mohon maaf izin melaporkan tentang pembuatan drainase yang tidak ditutup sehingga untuk pejalan kaki tidak ada karena sangat mepet dengan jalan. ini akan berpotensi menimbulkan resiko kecelakaan. terletak di jln.raya legok Conggeang","  LAINNYA TERKAIT KETENTERAMAN, KETERTIBAN UMUM, DAN PELINDUNGAN MASYARAKAT |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/penghilangan-trotoar-jalan-202310270758001698368280235
Limbah Kotoran Sapi,"Telah terjadi pembuangan limbah kotoran sapi di selokan yang mengaliri ke sawah2 , sehingga air menjadi tercemar dan menimbulkan bau yang tidak sedap , dan mengganggu warga sekitar di tempat pemandian umum",  REDD+ |   LAPORAN 64 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/limbah-kotoran-sapi-202509051959531757077193519
"Kepada Yth Bapak Gubernur Jabar , Mohon Bantuannya Untuk Penataan Kawasan Wisata Gunung Batu Di Desa Cinanjung Kec Tanjungsari Kabupaten Sumedang, Sekalian Silaturahmi Dengan Bapak Gubernur Idola Kami Semua , Di Tunggu Kedatangannya","Dalam upaya membantu perekonomian warga , kami ingin mengembangkan area wisata ini ke arah yang lebih baik , dengan dorongan dan kehadiran bapak , tentunya akan makin banyak orang yang melihat dan mengetahui wilayah wisata ini . atas perhatiannya kami ucapkan banyak terima kasih

lokasi kejadian kab. sumedang tanjungsari cinanjung dusun rancabawang rt 001 rw 006 desa cinanjung
aduan ini menjadi kewenangan pemerintah kabupaten sumedang",  DESTINASI PARIWISATA |   LAPORAN 14 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/kepada-yth-bapak-gubernur-jabar-mohon-bantuannya-untuk-penataan-kawasan-wisata-gunung-batu-di-desa-cinanjung-kec-tanjungsari-kabupaten-sumedang-sekalian-silaturahmi-dengan-bapak-gubernur-idola-kami-semua-di-tunggu-kedatangannya-202506271509241751011764495
Fasilitas Umum Bukit Cinanjung Permai,"Mohon dengan sangat kepada pupr untuk di tindaklanjuti mengenai perbaikan jalan di perum bukit cinanjung permai. kami sebagai konsumen merasa tidak mendapat fasilitas akses jalan yang masih berlumpur dan berbatu. sementara proses pembangunan di bagian atas sudah tidak ada lagi. mohon dengan sangat beri teguran, sudah 2 tahun pihak developer hanya janji dan janji saja","  RABU, 2025/02/05 |   INFRASTRUKTUR JALAN |   LAPORAN 36 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/fasilitas-umum-bukit-cinanjung-permai-202502051342371738737757560
Mohon Diadakan Pengelolaan Sampah Rumah Tangga,"Saya warga di desa haurngombong ingin menyampaikan keluhan terkait pengelolaan sampah rumah tangga. saat ini, banyak warga termasuk saya yang masih membakar sampah karena kurangnya pengelolaan sampah dari rt, rw, kepala dusun dan kepala desa terkait pengelolaan sampah di desa. saya berharap agar sampah bisa dikelola oleh pejabat terkait, bisa dengan diangkut oleh petugas sampah atau menyediakan bank sampah/tempat pembuangan sampah. mohon direalisasikan segera agar tercipta kenyamanan di lingkungan tempat tinggal kami. terima kasih",  PENCEMARAN LINGKUNGAN |   LAPORAN 13 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/mohon-diadakan-pengelolaan-sampah-rumah-tangga-202411181738241731926304454
Odgj Mengganggu,"ODGJ MENCURI PAKAIAN WARGA, Lokasi KABUPATEN SUMEDANG | SUMEDANG UTARA, SITU | Parigilama Lingkungan saluyu Rt 03 Rw 07","  SABTU, 2025/02/08 |   LAINNYA TERKAIT KETENTERAMAN, KETERTIBAN UMUM, DAN PELINDUNGAN MASYARAKAT |   LAPORAN 5 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/odgj-mengganggu-202502121009551739329795503
Data Kependudukan Tidak Valid,"Saya telah menikah dan membuat kk baru, tapi saat saya daftar di silasidakep.sumedangkab.go.id data kependudukan saya tidak ditemukan sedangkan ketika saya memasukan no kk saya sebelum menikah datanya valid.",  ADMINISTRASI KEPENDUDUKAN DAN PENCATATAN SIPIL |   LAPORAN 3 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/data-kependudukan-tidak-valid-202308072021441691414504779
Perbaikan Jalan Rusak,"Selamat pagi/siang/malam
yth. admin layanan aspirasi dan pengaduan online rakyat

saya seorang perempuan dan saya pengguna kendaraan bermotor.
saya ingin menyampaikan aspirasi sebagai berikut.

di dekat rumah saya terdapat jalanan rusak yang sudah lama tidak diperbaiki. entah apa yang membuat jalanan ini seperti tidak diperhatikan oleh pihak yang berwenang sehingga jalanan yang sudah rusak kian lama tidak diperbaiki akhirnya menjadi semakin rusak. sebagai pengendara, saya khawatir jalanan yang rusak ini akan memakan korban seiring berjalannya waktu, karena tidak sedikit kasus pengendara yang jatuh akibat kondisi jalan yang rusak. maka dari itu tujuan saya menuliskan aspirasi disini untuk menginformasikan kabar ini dan saya harap jalan rusak ini bisa segera diperbaiki. adapun lokasi jalan ini terletak di daerah susugan yang menghubungkan darangdan (kec. sumedang selatan) dengan padasuka (kec. sumedang utara).

terimakasih atas perhatiannya.
saya harap aspirasi yang saya ajukan ini dapat segera ditangani oleh pihak berwenang.",  INFRASTRUKTUR JALAN |   LAPORAN 4 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/perbaikan-jalan-rusak-202406131843331718279013512
Dugaan Mal Administrasi Atas Hak Tanah Kami Yang Tersandera Kebijakan Ipp/Kpps,"Selamat siang,
kepada inspektorat Kabupaten Sumedang.

Saya sawalludin, 54 th, alamat vila ciomas indah g4 no 2 ciomas rahayu, ciomas, bogot 16610 hp 081381195050. Bermaksud meminta tolong kepada inspektorat Kab. Sumedang atas dugaan mal administrasi, penundaan berlarut, pelayanan publik yang kurang baik, dimana sampai saat ini masih ada hak tanah kami yang tersandera kebijakan ipp/ kpps (kawasan pusat pemerintahan sumedang) dan ini sudah lebih 20 an tahun. Kerugian bukan saja materiil tetapi juga immateriil, sudah ada rekomendasi dari komnas ham th 2011 dan ada surat pernyataan bersama Ombudsman dimana akan disegerakan pembebasan lahan tersebut. Pada maret 2023 sudah ada berita acara soal pembebasan lahan pada juli 2023 saat ada pertemuan antara perwakilan pemilik lahan dan dinas permukiman Sumedang, tapi setalah sudah masuk bulan juli 2023 setiap ditanyakan soal pembebasan lahan tersebut pak Bupati dan jajarannya tidak menjawab dengan kepastian?","  RABU, 2003/12/31 |   PERTANAHAN |   LAPORAN 17 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/dugaan-mal-administrasi-atas-hak-tanah-kami-yang-tersandera-kebijakan-ipp-kpps-202307271511421690445502365
Hari Libur Kenapa D Puskesmas Tidak Ada Dr. Jaga,"Assalamualaikum wr.wb ini kenapa ya kalau hari libur,tidak ada dr yg jaga di puskesmas, hanya by phone saja., apakah prosedur nya seperti itu.?
lokasi kejadian kab. sumedang buahdua buahdua puskesmas buahdua
aduan ini menjadi kewenangan pemerintah kabupaten sumedang",  LAINNYA TERKAIT KESEHATAN |   LAPORAN 11 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/hari-libur-kenapa-d-puskesmas-tidak-ada-dr-jaga-202506121411211749712281895
Pelayanan Kesehatan Hewan,"Halooo, untuk steril kucing jantan berapa yaaaa?",,https://www.lapor.go.id/laporan/detil/pelayanan-kesehatan-hewan-202510080820461759886446424
Pembukaan Kembali Tambang Pasir Tanah Desa Naluk,"Kepada yth. gubernur jawa barat bupati sumedang perihal:aduan pembukaan kembali galian c tanpa sosialisasi kami, warga desa naluk, kecamatan cimalaka, kabupaten sumedang, menyampaikan aduan terkait pembukaan kembali galian c (penambangan pasir) di tanah milik desa naluk tanpa sosialisasi atau pemberitahuan kepada masyarakat. berikut poin keluhan kami: 1.proses tidak transparan izin proyek diberikan tiba-tiba tanpa dialog atau pemberitahuan resmi, menimbulkan keresahan warga. 2. dampak lingkungan aktivitas berpotensi merusak ekosistem dan lingkungan sekitar. 3. klaim tidak jelas pihak desa menyatakan ada surat perintah dari gubernur, namun hal ini belum dikonfirmasi keabsahannya. 4. tidak selaras program pemprov kebijakan ini bertentangan dengan komitmen pelestarian lingkungan gubernur jawa barat. 5.potensi konflik sosial permohonan kami: 1. penghentian kegiatan galian c 2. reboisasi lahan bekas tambang. 3. dialog terbuka melibatkan warga

lokasi kejadian kab. sumedang cimalaka naluk detail lokasi kejadian lokasi galian c desa naluk di kaki gunung tampomas
aduan ini menjadi kewenangan pemerintah daerah kabupaten sumedang","  MINGGU, 2025/06/01 |   PERTAMBANGAN |   LAPORAN 11 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pembukaan-kembali-tambang-pasir-tanah-desa-naluk-202506251545491750841149310
Lubang Di Jalan Terlalu Lebar,"Selamat siang menyampaikan bahwa jalan yg menghubungkan Kecamatan Conggeang dan Kecamatan Ujungjaya Kabupaten Sumedang mengalami berlubang terlalu besar, Lokasi Kejadian [KABUPATEN SUMEDANG] | [CONGGEANG] | [UNGKAL] | [Ungkal Conggeang Sumedang]","  KAMIS, 2024/10/10 |   INFRASTRUKTUR JALAN |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/lubang-di-jalan-terlalu-lebar-202410140944161728873856884
Bansos,Bansos tidak cair,  BANTUAN SOSIAL |   LAPORAN 6 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/bansos-202308311244261693460666419
Longsor,"Udah 3 bulan belum ada tindak lanjut nya, cuman janji janji terus d kerjain mh engga, ini gimana klo rakyat kecil yang lapor susah untuk di tanggapi nya coba kalo yang lapor nya orang orang yg berada pasti langsung di tanggapi.",  PENANGGULANGAN BENCANA |   LAPORAN 43 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/longsor-202308221155171692680117243
Jalan Rusak Sepanjang Jalan Sukamantri Jingkang Kabupaten Sumedang Kecamatan Tanjungmedar,"Jln rusak sepanjang pasirhuni sampai jingkang kecamatan tanjungmedar kabupaten sumedang

lokasi kejadian: kabupaten sumedang tanjungmedar jingkang sepanjang jalan pasir huni jingkang jalan rusak",  JALAN BERLUBANG |   LAPORAN 4 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/jalan-rusak-sepanjang-jalan-sukamantri-jingkang-kabupaten-sumedang-kecamatan-tanjungmedar-202503261345401742971540353
Rumah Subsidi El Hago Tanjungsari,"Kepada kementrian pupr tolong bantu masyarakat yg membeli rumah subsidi di perumahan el hago residence kec. pamulihan kab tanjungsari. pihak developer ugal2an dalam melakukan pembangunan. rumah dikerjakan dengan asal dan juga parahnya air sangat sulit, benar2 tidak keluar dari kran air. ini cukup parah warga sudah resah. tolong kiranya bisa ditegur pihak developer sebelum warga up kondisi rumah subsidi ini ke publik. terimakasih","  RABU, 2023/05/31 |   PERMUKIMAN |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/rumah-subsidi-el-hago-tanjungsari-202306012010471685625047949
Pungli Di Sdn Santaka Ds.mangunarga Kec. Cimanggung Kab. Sumedang,Pungutan uang kas yang di adakan dikelas...dan orangtua wali juga harus bayar uang kas 10000/ bulan / orangtua wali..dan murid sendiri 2000/minggu...dan perihal dengan buang kas tersebut kepala sekolah juga ikut mendukung uang kas...tolong dengan sangat...kepada yang berwenang sidak...atau tindak lanjuti... karena itu termasuk pungli karena kementrian tidak menyarankan kan adanya pungli dan ada ancaman dari guru kalau ada yang protes anak murid yang bersangkutan di tandai,"  RABU, 2024/08/07 |   NOMOR UNIK PENDIDIK DAN TENAGA KEPENDIDIKAN (NUPTK) |   LAPORAN 1 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pungli-di-sdn-santaka-ds-mangunarga-kec-cimanggung-kab-sumedang-202408071056361723002996391
Daftar Online Kua,"Kak mohon izin menyampaikan dan menjelaskan. untun 27 agustus ini saya mau nikah, niat saya ingin daftar online dari sekarang untuk meminimalisir juga supaya tidak terburu buru di akhir. saya coba searching terkait info daftar online di simnikah. sudah dapat bahkan saya sudah menyiapkan dokumen untuk pembuatan surat pengantar ke keluarahan untuk menjadi proses di kua saat mengajukan pembuatan na, namun setelah saya berdiskusi dengan staff kua yg menjabat sebagai amil nya, ko bisa ya biaya menikah saya menjadi 1.200? padahal saat saya melihag informasi di website kalau ke rumah hanya 600ribu. bahkan saya sudah mencoba berdiskusi via telfon. untuk membicarakan pendaftaran online tp mendapat jawaban yg kurang baik, niat saya ingin daftar online karena kebetulan saya dan calon suami bekerja diluar kota tempat saya tinggal, dan meminimalisir keuangan juga. tp ko ini malah di uang kan ya? bahkan saya bilang mau daftar online pun dia menjawab tidak bisa, dan kalau saya mau daftar online dia juga menjawab saya nikah nya akan online juga. mohon bantuan dan juga tindakan nya juga. saya ingin mendaftar di kua pamulihan karena kebetulan saya tinggal disana","  RABU, 2025/06/04 |   PERNIKAHAN |   LAPORAN 8 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/daftar-online-kua-202506042143091749048189236
Perekrutan Kerja Uptd Damkar Conggeang,Telah terjadi perekrutan pegawai pada tahun 2024 di uptd pemadam kebakaran (conggeang) dengan membayar uang 10-15 juta perorang dengan di iming-imingi honor dan bisa ikut seleksi pppk oleh oknum pegawai damkar conggeang. sempat bekerja sampai bulan april 2025 namun tidak ada kejelasan sampai saat ini.,"  MINGGU, 2024/12/01 |   SP4N-LAPOR! |   LAPORAN 33 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/perekrutan-kerja-uptd-damkar-conggeang-202509081837231757331443211
Uang Paguyuban,"Saya mau tanya kalau sekolah dasar negeri apakah diwajibkan kepada setiap siswanya untuk membayar uang paguyuban,dan peruntukkan uang paguyuban itu buat apa kalau untuk sekolah negeri,bukankan sekolah negeri tidak bayar apa apa lagi, ini bayar 5rb rupiah per bulan,kasian kalau ada warga yang tidak bisa membayar, boro boro buat bayar kayak gtu, untuk sehari hari aja dari mana, dan juga siswa ada pembayaran infak buat baznas tiap minggu 2rb per siswa, kalau yang namnya infak bukan tiap minggukan, tapi seikhlasnya, ini udah di patok 2rb, mungkin sekolah sekolah lain juga yang ada di kabupaten sumedang ada yang sama kejadiannya kayak gini. mohon atensinya Lokasi Kejadian KABUPATEN SUMEDANG | SUMEDANG UTARA | JATIHURIP | Sd negeri sindang 2 jatihurip sumedang utara kab sumedang, Kewenangan Pemerintah KABUPATEN SUMEDANG","  SELASA, 2024/12/10 |   PUNGUTAN LIAR |   LAPORAN 2 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/uang-paguyuban-202412110918201733883500428
Pengaduan Untuk Peninjauan Nilai Pajak Kendaraan,"Nama lengkap: sendi lenora
nik: 3211112809860003
no. polisi kendaraan: z 1258 cn
e-mail: sendi.lenora@gmail.com
pengaduan/saran:
selamat siang, mohon peninjauan kembali untuk nominal pembayaran pajak kendaraan saya corolla altis tahun 2005 denga nopol z 1258 cn, dimana nilai pembayaran pajak rp. 2.879.000, apakah pihak dari bapeda atau samsat tidak update terkait nilai jual objek pajak? dimana mempengaruhi nilai pajak yang harus saya bayar, dengan kendaraan tua yang sudah hampir 20 tahun, nominal pajaknya masih sangat besar, dan ini saya compare juga dengan kendaraan yang sama dan tahun yang sama dengan provinsi tetangga atau sama sama jawa barat dgn kabupaten berbeda, knp nilainya jg masih lebih besar pajak kendaraan saya? mohon bantuan informasi dan penjelasannya.

dan apakah terkait hal tsb saya bisa melakukan usulan perubahan? kasihan untuk warga yang memang benar benar bayar pajak tapi merasa tidak adil.",  PAJAK DAERAH |   LAPORAN 12 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/pengaduan-untuk-peninjauan-nilai-pajak-kendaraan-202310301159221698641962146
Pencetakan KTP,"Kenapa pencetakan KTP tidak bisa dilakukan di Kecamatan dan harus selalu ke Disduk di Sumedang, sedangkan jarak dari rumah ke sumedang cukup jauh",,https://www.lapor.go.id/laporan/detil/pencetakan-ktp-202509081340381757313638334
Bangunin Sahur Yang Meresahkan!!!,"Tolong ya ini lokasi di Kelurahan Talun, Kecamatan Sumedang Utara Kabupaten Sumedang.

Tolong ini ditindak ditiadakan!!!
bangunin sahur berisiknya minta ampun, ditambah ini masih pukul 02.00 yang mana orang orang lagi istirahat!!! sahur itu jam 3-4 masih jauh dari jam 2. Untuk orang kaya saya yang punya gangguan tidur ini bener bener sangat mengganggu, saya muslim, saya sahur dan puasa tapi gausah gini cara bangunin sahurnya gapunya etika sekali!!! saya lebih baik dibangunin sama ngaji ngajian dari mesjid, inituh gak jelas bener bener gak jelas apaan kaya dangdutan ditambah ada orang teriak teriak kaya joget joget duh tolong ya saya warga baru disini tp saya gamau juga kualitas tidur saya jadi rusak karna selalu terbangun sama yang berisik ini. apasih faedahnya??????

saya bakal spam laporan kalo ini tidak ditindaklanjut oleh pemerintah setempat!!!!!","  SENIN, 2024/03/25 |   TOPIK LAINNYA |   LAPORAN 8 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/bangunin-sahur-yg-meresahkan--202403260301101711396870944
Pemungutan Uang Kas Sd Santaka. Mangunarga Cimanggung ..Sumedang,Terjadi pemungutan uang kas kelas dan uang kas wali murid....tidak memaksa tapi di tagih...dan ada yang menyampaikan pendapat disebut provokator..dan ada intimidasi atas nama panguyuban dan ada ancaman anak murid akan dikeluarkan dari sekolah...mohon intansi yang terkait...untuk ditindak lanjuti,"  RABU, 2024/08/07 |   ADMINISTRASI SISWA |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/pemungutan-uang-kas-sd-santaka-mangunarga-cimanggung-sumedang-202408090945041723171504236
Tidak Bisa Login Di Akun Sumedang Simpati Academy,"Selamat siang,
saya mau login di akun SSA tetapi tidak bisa sampai saat ini, sedangkan paling batas terakhir tanggal 8, saya sudah coba email kepada pihak terkait tetapi masih belum ada respon,mohon bantuannya untuk membantu follow up.
terimakasih",  BALAI DIKLAT |   LAPORAN 5 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/tidak-bisa-login-di-akun-sumedang-simpati-academy-202312051442331701762153315
Jalan Desa Rusak,Jalan di desa kami sangat rusak hingga ada kecelakaan dan tidak ada di tangani oleh pemerintah setempat,"  LAINNYA TERKAIT PEMBANGUNAN DESA, DAERAH TERTINGGAL, DAN TRANSMIGRASI |   LAPORAN 4 KALI DILIHAT",https://www.lapor.go.id/laporan/detil/jalan-desa-rusak-202307282044281690551868256
Perbaikan Fasilitas Di Sport Centre Cigugur Sumedang,"Yth. bapak bupati sumedang,
saya salah seorang pengguna fasilitas sport centre cigugur sumedang yang rutin berolahraga disana setiap 4 kali sd 5 setiap minggunya. kondisi fasilitas olahraga disana sangat mengkhawatirkan. ketika musim hujan jogging track becek,kadang air pun menggenang, rumput² tumbuh tinggi dan subur dimana², tidak ada tempat sampah, kotor, fasilitas toilet tidak refresentatif, dan ketika musim panas jogging track kering+kebullll pa...
mohon dengan hormat, kiranya dapat menjadi prioritas kebijakan dalam pembangunan sumedang, tidak hanya penambahan aksesnya saja ke cigugur namun untuk infrastruktur didalamnya pun diperhatikan, terima kasih.
salam sehat untuk bapak dan jajaran pemda sumedang.",  TOPIK LAINNYA |   LAPORAN 6 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/perbaikan-fasilitas-di-sport-centre-cigugur-sumedang
Mas Berlaku SKPWNI,"Mohon infomsinya untuk masa berlaku SKPWNI berapa hari ya, jika masa berlaku habis apa bisa pembuatan kembali secara online.

terima kasih",  ADMINISTRASI KEPENDUDUKAN DAN PENCATATAN SIPIL |   LAPORAN 3 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/mas-berlaku-skpwni-202305031051511683085911660
Kartu Kis,"Kenapa kartu kis ibu saya jadi tidak aktif lagi, sedangkan punya adik saya masih aktif, saya mencoba menanyakan ke kantor kecamatan cimanggung sumedang katanya data nya terhapus dan mau di perbaiki tapi sampai saat ini masih blm aktif",  LAINNYA TERKAIT KESEHATAN |   LAPORAN 14 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/kartu-kis-202308030823421691025822072
Jalan Rusak Akibat Proyek Tol Sepanjang Legok-Conggeang Yang Menelan Korban Jiwa,"Jalan rusak yang sering dilalui masyarakat sepanjang legok-conggeang semakin parah kerusakannya karena proyek tol cisumdawu, dan juga mengakibatkan hilangnya nyawa seorang anak akibat kelalaian pekerja proyek.

berikut link nya :
https://www.facebook.com/groups/775377929917064/permalink/1327309254723926/",  INFRASTRUKTUR JALAN |   LAPORAN 2 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/jalan-rusak-akibat-proyek-tol-sepanjang-legok-conggeang-yang-menelan-korban-jiwa
Pdam Tanjungsari Sumedang,Sudah 3 bulan lebih air tidak mengalir ke wilayah komplek perum altha regency. tapi tagihan tetap berjalan. tidak ada penanganan petugas di lapangan. hanya cek meteran saja tidak ada tindakan penanganan air tidak mengalir.,  GANGGUAN LAYANAN PENYALURAN AIR |   LAPORAN 2 KALI DILIHAT,https://www.lapor.go.id/laporan/detil/pdam-tanjungsari-sumedang-202310210914551697854495879
